Date ,Open ,High ,Low ,Close ,Shares Traded ,Turnover (₹ Cr)
30-DEC-2011,4659.95,4690.45,4608.9,4624.3,113900727,3785.33
29-DEC-2011,4681.15,4701.8,4639.05,4646.25,146003804,5137.28
28-DEC-2011,4756.2,4756.2,4685.65,4705.8,117463489,3657.52
27-DEC-2011,4780.2,4800.5,4723.65,4750.5,104828343,3342.15
26-DEC-2011,4718.15,4787.25,4718.15,4779,90847991,3034.39
23-DEC-2011,4763.2,4763.45,4693.2,4714,141982548,4676.75
22-DEC-2011,4636.9,4740.6,4632.95,4733.85,170789015,6017
21-DEC-2011,4636.45,4707.35,4601.95,4693.15,211310871,6689.82
20-DEC-2011,4635.8,4637.25,4531.15,4544.2,195304596,6279.01
19-DEC-2011,4623.15,4623.15,4555.9,4613.1,176447660,6302.29
16-DEC-2011,4752.5,4818.85,4628.2,4651.6,202060039,7284.93
15-DEC-2011,4712.8,4768.65,4673.85,4746.35,200317864,6976.68
14-DEC-2011,4788.7,4839.55,4750.4,4763.25,176252160,6324.86
13-DEC-2011,4733.6,4824.7,4728.5,4800.6,181043707,5816.38
12-DEC-2011,4906.85,4910.25,4755.55,4764.6,178338170,5926
09-DEC-2011,4870.75,4918.35,4841.75,4866.7,173612823,6040.22
08-DEC-2011,5037.4,5049.05,4921.45,4943.65,178853365,6029.68
07-DEC-2011,5050.1,5099.25,5032.25,5062.6,169428273,6005.21
05-DEC-2011,5036.5,5055.4,5002.55,5039.15,137254409,4689.58
02-DEC-2011,4940.85,5062.55,4918.4,5050.15,180190935,6527.43
01-DEC-2011,4970.85,5011.9,4916.7,4936.85,183915785,6699.33
30-NOV-2011,4766.15,4851.55,4754.8,4832.05,282217865,11393.19
29-NOV-2011,4864.2,4866.1,4787.1,4805.1,155570321,5786.83
28-NOV-2011,4769.3,4859.1,4766.4,4851.3,145259101,4869.41
25-NOV-2011,4731.3,4767.3,4693.1,4710.05,162839558,5812.61
24-NOV-2011,4707.55,4771.1,4639.1,4756.45,213363083,7327.52
23-NOV-2011,4779.5,4779.5,4640.95,4706.45,178819371,6199.31
22-NOV-2011,4794.85,4854,4782.55,4812.35,174212435,6275.86
21-NOV-2011,4873.8,4873.8,4764.8,4778.35,154119333,5509.53
18-NOV-2011,4899.15,4915.9,4837.95,4905.8,192274363,6481.17
17-NOV-2011,5027.1,5036.8,4919.45,4934.75,149238976,5277.65
16-NOV-2011,5059.1,5065.2,4989.5,5030.45,161406885,5757.81
15-NOV-2011,5131.2,5158.75,5052.85,5068.5,149592578,5201.21
14-NOV-2011,5217.35,5228.9,5140.55,5148.35,134448100,5263.81
11-NOV-2011,5159.75,5198.6,5142.25,5168.85,168514208,6929.85
09-NOV-2011,5309.7,5317.5,5211.75,5221.05,146428609,6720.83
08-NOV-2011,5292.25,5304.25,5252,5289.35,120652007,4159.75
04-NOV-2011,5325.4,5326.45,5256.8,5284.2,149015829,5401.13
03-NOV-2011,5241.55,5281.6,5201.85,5265.75,160282802,5716.17
02-NOV-2011,5216.75,5300.1,5204.95,5258.45,144375106,4918.34
01-NOV-2011,5278.6,5310.85,5238.3,5257.95,152491922,5651.67
31-OCT-2011,5358.9,5360.25,5314.6,5326.6,149483502,5937.99
28-OCT-2011,5341.9,5399.7,5322.8,5360.7,246078412,9151.2
26-OCT-2011,5214.95,5219.25,5196.15,5201.8,27496887,1059.46
25-OCT-2011,5137.9,5211,5085.55,5191.6,221084588,9967.24
24-OCT-2011,5114.7,5145.65,5084.75,5098.35,126073195,4927.43
21-OCT-2011,5106.6,5120.75,5037.95,5049.95,109893599,4733.71
20-OCT-2011,5086.55,5099,5033.95,5091.9,119333986,4582.47
19-OCT-2011,5080.45,5148.05,5075.3,5139.15,117468754,4776.09
18-OCT-2011,5049.45,5057.5,5011.05,5037.5,125550565,5148.86
17-OCT-2011,5156.2,5160.2,5084.5,5118.25,130460983,5029.13
14-OCT-2011,5057.35,5141.4,5056.6,5132.3,157781872,6140.27
13-OCT-2011,5130.8,5136.95,5067.65,5077.85,157302816,6319.82
12-OCT-2011,5011.2,5109.8,4997.65,5099.4,188008562,7528.09
11-OCT-2011,5019.9,5045.1,4964,4974.35,182038763,6386.8
10-OCT-2011,4886.85,4991.15,4882.05,4979.6,188839545,6247.21
07-OCT-2011,4883.65,4922.6,4861.2,4888.05,198288782,6914.62
05-OCT-2011,4791.3,4827.8,4741,4751.3,179140481,6385.35
04-OCT-2011,4823.5,4869.75,4728.3,4772.15,184413296,6736.87
03-OCT-2011,4874.4,4879.15,4823.9,4849.5,148921569,5230.17
30-SEP-2011,4990.15,5025.55,4924.3,4943.25,201962105,6764.12
29-SEP-2011,4924.2,5034.25,4906,5015.45,216156088,8284.97
28-SEP-2011,5005.5,5006.05,4918.45,4945.9,166872414,6078.49
27-SEP-2011,4905.15,4982.95,4905.15,4971.25,151313966,5284.66
26-SEP-2011,4878.6,4879.8,4758.85,4835.4,156079487,5475.64
23-SEP-2011,4873.75,4930.25,4829.6,4867.75,205769423,7364.65
22-SEP-2011,5054.45,5059.85,4907.75,4923.65,147608376,5675.35
21-SEP-2011,5153.75,5168.4,5109.85,5133.25,132918171,5142.01
20-SEP-2011,5042.55,5149.9,5035.25,5140.2,146599496,5504.69
19-SEP-2011,5068.4,5068.4,5019.25,5031.95,115737842,4042.27
16-SEP-2011,5123.35,5143.6,5068.1,5084.25,225187238,8379.56
15-SEP-2011,5062.35,5091.45,4967.45,5075.7,153648925,5935.88
14-SEP-2011,4965.05,5026.15,4917.4,5012.55,154276761,6416.57
13-SEP-2011,4977.8,5030.15,4911.05,4940.95,146005268,5305.87
12-SEP-2011,4981.7,4985.6,4911.25,4946.8,135500219,5175.51
09-SEP-2011,5161.3,5163.75,5046.8,5059.45,158713071,6482.27
08-SEP-2011,5139.2,5169.25,5098.25,5153.25,140855342,6093.78
07-SEP-2011,5080.15,5154.5,5076.3,5124.65,193856202,6883.16
